"stateName","year","stateAbb","violent_crime","homicide","rape_legacy","robbery","aggravated_assault","property_crime","burglary","larceny","motor_vehicle_theft","violent_crimeChange","homicideChange","rape_legacyChange","robberyChange","aggravated_assaultChange","property_crimeChange","larcenyChange","stateName.1","minorChange","prohibited","decriminalized","medicalNoTHC","medical","Recreational","RecreationalAndMedical","VotersNoChange","VotersNoInfo","VotersStateLegislature","VotersBallotMeasure","motor_vehicle_theftChange","income","stateColor"
"Hawaii",1996,"HI",280.574324324324,3.37837837837838,27.5337837837838,135.641891891892,114.02027027027,6303.96959459459,1079.47635135135,4620.01689189189,604.476351351351,-15.0448837632915,-1.3393975272661,-0.772871650083108,4.80785650857263,-17.7404710945149,-598.979015346433,-426.908129169608,"Hawaii",0,1,0,0,0,0,0,1,0,0,0,-86.2565888339898,63678,0.672412244913894
"Idaho",1996,"ID",267.199327165685,3.61648444070648,26.3246425567704,20.26913372582,216.989066442389,3745.33221194281,709.083263246426,2848.78048780488,187.468460891505,-54.8127106675046,-0.510772653016654,-2.05024996257613,-3.72054813144567,-48.5311399204662,-334.117487111361,-208.829142461674,"Idaho",0,1,0,0,0,0,0,1,0,0,0,-54.5779707507989,52911,0.337188473177243
"Illinois",1996,"IL",890.368869756056,9.95188655355786,38.3894656875158,279.44627331814,562.581244196843,4429.61931290622,913.184772516249,3026.20916687769,490.225373512282,-105.708898629404,-0.369330690736303,1.93130846012783,-51.3990352194766,-55.8718411793192,-29.9918451664753,7.24889637895876,"Illinois",0,1,0,0,0,0,0,1,0,0,0,-32.8008310523846,60297,0.570262475252933
"Indiana",1996,"IN",536.997089539462,7.19054956343092,34.1037493579866,124.105461393597,371.597329224448,3961.23951378189,783.804143126177,2752.55949323746,424.87587741825,12.2512684124591,-0.83977957666903,0.845090043838788,-11.0660016427635,23.3119595880529,-145.550077808669,-66.9821231678484,"Indiana",0,1,0,0,0,0,0,1,0,0,0,-40.7970503777173,53579,0.477995324051466
"Iowa",1996,"IA",272.475455820477,1.85834502103787,19.6704067321178,45.0911640953717,205.855539971949,3376.43758765778,664.586255259467,2520.79242636746,191.058906030856,-81.887668739692,0.0638341132264675,-2.11002958033821,-7.93487390603579,-71.9065993665445,-371.064171666636,-246.448952942883,"Iowa",0,1,0,0,0,0,0,1,0,0,0,-31.7419384448658,50625,0.522576442807513
"Kansas",1996,"KS",413.763608087092,6.60964230171073,42.6127527216174,96.2674961119751,268.273716951789,4267.96267496112,981.298600311042,3038.29704510109,248.367029548989,-6.97713265364894,0.410811892354005,6.04355194189032,-11.9196383909489,-1.51185809694442,-198.236155448237,-35.9719607468646,"Kansas",0,1,0,0,0,0,0,1,0,0,0,-75.1807287356113,49673,0.307380838960966
"Kentucky",1996,"KY",320.494335736354,5.870236869207,31.6683831101957,93.7950566426365,189.160659114315,2845.80329557158,688.362512873326,1896.31822863028,261.122554067971,-44.2465969061328,-1.28002219815051,-0.222808599648886,-9.8577930982962,-32.8859730100372,-141.191523081274,-96.065191058841,"Kentucky",0,1,0,0,0,0,0,1,0,0,0,1.97747634776385,49411,0.391190921529449
"Louisiana",1996,"LA",929.119742587911,17.5132153527925,41.4847161572052,276.626062974029,593.495748103884,5909.67593656631,1295.77108710641,3982.32590209147,631.578947368421,-78.2731639067921,0.470377950673623,-1.23753165486293,8.04015786117776,-85.5461680637804,241.043969730747,143.841332768581,"Louisiana",0,1,0,0,0,0,0,1,0,0,0,33.1450459405077,46132,0.328163783735047
"Maine",1996,"ME",124.939662107804,2.01126307320998,20.9171359613837,23.4915526950925,78.5197103781175,3269.18744971842,748.431214802896,2377.87610619469,142.880128720837,-6.48660702998841,-0.00324135869977438,-0.436611016859601,-3.42222651522174,-2.62452813920729,115.92395253873,85.8535437450528,"Maine",0,1,1,0,0,0,0,1,0,0,0,8.06949213743621,52892,0.543748768931911
"Maryland",1996,"MD",931.190851735016,11.5930599369085,37.5591482649842,393.217665615142,488.820977917981,5130.73738170347,992.330441640379,3426.99132492114,711.415615141956,-55.6596044331715,-0.227646132111712,-4.68599255215182,-29.9080781373372,-20.8378876115706,-177.176144674951,-105.852784559229,"Maryland",0,1,0,0,0,0,0,1,0,0,0,-6.1369433665725,67064,0.654415383625182
"Massachusetts",1996,"MA",642.186474064347,2.57715036112935,29.005252790545,127.675640183848,482.928430728825,3194.94418910046,704.136572554169,1962.60669730794,528.200919238345,-44.9883695313068,-0.995454182828503,0.0457532844534398,-22.7524138168109,-21.286254816121,-459.500987060225,-269.629061664725,"Massachusetts",0,1,0,0,0,0,0,1,0,0,0,-76.2771841531594,60206,0.630179793057663
"Michigan",1996,"MI",635.303314571607,7.52553679382948,56.9731081926204,176.224723785699,394.579945799458,4482.17636022514,895.434646654159,2886.27267041901,700.46904315197,-52.5173996393049,-0.936082223868712,-4.99149543079567,-11.0723753869889,-35.5174465976517,-12.7759908063808,-53.4278217791243,"Michigan",0,1,0,0,0,0,0,1,0,0,0,54.9668963303133,59796,0.559906447851076
"Minnesota",1996,"MN",338.814942035208,3.58522971232289,49.9570631172177,115.60755689137,169.665092314298,4124.2808072134,762.45169600687,2977.05023615286,384.778875053671,-17.2805026502581,-0.36270955015,-6.29022538603611,-8.08007868346762,-2.5474890306044,-16.955635302872,-25.4226488796826,"Minnesota",0,1,1,0,0,0,0,1,0,0,0,43.3255127977058,62488,0.593485156250561
"Mississippi",1996,"MS",488.254786450663,11.0824742268041,36.119293078056,134.241531664212,306.811487481591,4034.64653902798,1132.36377025037,2551.50957290133,350.773195876289,-14.526081180038,-1.82075157964749,-2.96116669205897,3.3553618458954,-13.099524754227,22.9668949790384,31.413169490128,"Mississippi",0,1,1,0,0,0,0,1,0,0,0,-9.73848376776027,40667,0.41029634731987
"Missouri",1996,"MO",590.949804067923,8.07986564657585,29.2218697518194,170.5915282702,383.056540399328,4493.02108602351,894.178018286994,3151.14760216458,447.695465571935,-72.8180396585983,-0.729300393995146,-2.91562085674562,-33.4467887846463,-35.7263296232112,36.2592528153973,100.246024403501,"Missouri",0,1,0,0,0,0,0,1,0,0,0,-25.6140761260364,52234,0.488871492523243
"Montana",1996,"MT",160.978384527873,3.86803185437998,27.0762229806598,29.6928327645051,100.341296928328,4332.65073947668,558.361774744027,3518.54379977247,255.745164960182,-10.400925816955,-0.154956651367149,0.524498842728807,0.612372994390181,-11.3828410027068,-293.326272017574,-251.226315170059,"Montana",0,1,0,0,0,0,0,1,0,0,0,-18.8525361892433,43727,0.464407071054388
"Nebraska",1996,"NE",434.745762711864,2.90556900726392,27.0581113801453,63.680387409201,341.101694915254,4001.81598062954,614.52784503632,3045.70217917676,341.585956416465,52.7665324125364,-0.0266240287776167,7.69341987128761,-1.49982028780575,46.5995568578322,-160.676383451096,-133.528120151283,"Nebraska",0,1,1,0,0,0,0,1,0,0,0,-9.78850906917955,51852,0.389738486172458
"Nevada",1996,"NV",811.291328758578,13.7242669993762,53.3998752339364,307.610729881472,436.556456643793,5180.72364316906,1220.08733624454,3262.32064878353,698.315658140986,-133.872069934233,3.07067222813434,-7.84195483142311,-16.9644335172205,-112.136353813723,-453.45936336689,-303.888501543267,"Nevada",0,1,0,0,0,0,0,1,0,0,0,-47.1091784603215,58751,0.50930879513033
"New Hampshire",1996,"NH",118.15834767642,1.72117039586919,34.7676419965577,27.2805507745267,54.3889845094664,2705.33562822719,435.714285714286,2117.98623063683,151.635111876076,3.69841736283112,-0.108097896813736,5.76067335544268,-0.0713656017799451,-1.88279249401788,164.394861676672,140.808530288401,"New Hampshire",0,1,0,0,0,0,0,1,0,0,0,6.51316065656354,60073,0.525491849353569
"New Jersey",1996,"NJ",531.534802203305,4.2313470205308,24.7371056584877,235.828743114672,266.737606409614,3801.4146219329,791.925388082123,2428.15473209815,581.334501752629,-68.2386402133092,-0.916544735290475,0.482857703799247,-47.192024663805,-20.6129285180131,-302.499789646711,-168.937778915069,"New Jersey",0,1,0,0,0,0,0,1,0,0,0,-50.308040726918,72362,0.588967590944007
"New Mexico",1996,"NM",840.57209573847,11.5002918855809,63.5143023934618,162.405137186223,603.152364273205,5761.70461179218,1376.8826619965,3802.62697022767,582.194979568009,21.3436090915862,2.71690909626335,6.89709171096918,7.86507783904202,3.86453044531174,152.92122900286,154.080976162389,"New Mexico",0,1,0,0,0,0,0,1,0,0,0,69.0199053840331,38242,0.54968090862817
"New York",1996,"NY",727.005773989552,7.44019796535606,22.9529832279351,339.961506736321,356.65108605994,3405.27907616167,713.929062414078,2196.98652735771,494.363486389882,-114.872258652707,-1.10633930857424,-0.701626388297797,-59.751770722876,-53.3125222329585,-312.971916339431,-147.433410886663,"New York",0,1,1,0,0,0,0,1,0,0,0,-71.3400866140882,53980,0.682788466059429
"North Carolina",1996,"NC",588.119623105285,8.45281988256179,31.2576812781647,163.88092311894,384.528198825618,4938.08548409122,1345.60972279121,3257.01215348901,335.463607811006,-58.2737055952017,-0.956492139675872,-0.986933037332189,-15.3546571451319,-40.9756232730618,-55.0486368260836,-7.9079299022369,"North Carolina",0,1,1,0,0,0,0,1,0,0,0,24.8312242112843,54271,0.499385868966449
"North Dakota",1996,"ND",84.0062111801242,2.17391304347826,24.0683229813665,11.0248447204969,46.7391304347826,2585.09316770186,309.16149068323,2085.86956521739,190.062111801242,-2.73325839865892,1.2378756019806,1.2914119049234,1.04044534452185,-6.30299125008479,-194.470014825438,-163.896425422235,"North Dakota",0,1,0,0,0,0,0,1,0,0,0,10.96694799469,47974,0.445603618072018
"Ohio",1996,"OH",428.676273158507,4.81517945046093,41.3228318267251,164.109907813479,218.428354067842,4026.98469524747,835.37098362123,2784.1313881679,407.482323458337,-53.7826991309736,-0.565503896324109,-2.03650814278432,-14.6274251611422,-36.553261930723,104.251308107304,115.097220828653,"Ohio",0,1,1,0,0,0,0,1,0,0,0,-7.37733038436761,51937,0.509080391171753
"Oklahoma",1996,"OK",597.091790366556,6.75552862768858,46.803998788246,106.604059375947,436.928203574674,5055.80127234171,1255.58921538928,3317.35837624962,482.853680702817,-67.0326757713334,-5.44703391044443,2.23413911771517,-8.95420786017291,-54.8655731184313,123.128911145863,153.020365267314,"Oklahoma",0,1,0,0,0,0,0,1,0,0,0,-13.5465633484335,41826,0.328150916886108
"Oregon",1996,"OR",463.077403245943,4.02621722846442,39.7003745318352,122.159800249688,297.191011235955,5533.5518102372,988.264669163546,4014.29463171036,530.992509363296,-59.3040039492183,-0.0807550733502884,-1.97425138347838,-15.7580603042758,-41.4909371881137,-507.99546769976,-222.413423049269,"Oregon",0,1,1,0,0,0,0,1,0,0,0,-171.01322129573,54105,0.571105140085457
"Pennsylvania",1996,"PA",480.300265428003,5.69011280690113,25.1658925016589,188.984737889847,260.459522229595,3076.0700066357,591.879562043796,2079.94359654944,404.246848042469,52.9808485956634,-0.564029008870906,-0.0660491815750071,-0.362511944479991,53.9734387305893,138.503737583348,116.797473288999,"Pennsylvania",0,1,0,0,0,0,0,1,0,0,0,-8.41882458841286,53201,0.527104166152843
"Rhode Island",1996,"RI",347.171717171717,2.52525252525253,28.989898989899,83.2323232323232,232.424242424242,3646.36363636364,821.717171717172,2360.30303030303,464.343434343434,-20.8080808080808,-0.808080808080808,2.02020202020202,-9.09090909090909,-12.9292929292929,-230.20202020202,-142.727272727273,"Rhode Island",0,1,0,0,0,0,0,1,0,0,0,23.5353535353536,56382,0.627343358355849
"South Carolina",1996,"SC",996.891051635577,8.97539875642065,49.2295214922952,171.965396052987,766.720735333874,5217.24790483915,1283.77939983779,3505.00135171668,428.467153284671,14.9416914395521,1.02549404637437,1.93847874794455,-3.93985850731764,15.9175771525508,135.407447447368,63.2371262878751,"South Carolina",0,1,0,0,0,0,0,1,0,0,0,43.0329033527358,52844,0.429628163416901
"South Dakota",1996,"SD",177.185792349727,1.22950819672131,40.9836065573771,18.8524590163934,116.120218579235,2792.75956284153,556.967213114754,2121.85792349727,113.934426229508,-30.3587892689289,-0.553756549506398,-0.031482605860262,-7.07346690953248,-22.7000832040298,-60.3268569115562,-69.6372754053386,"South Dakota",0,1,0,0,0,0,0,1,0,0,0,-6.91605388023117,45010,0.41673011862029
"Tennessee",1996,"TN",773.966165413534,9.45488721804511,46.5225563909774,223.721804511278,494.266917293233,4675.35714285714,1163.45864661654,2864.75563909774,647.142857142857,2.48595232373157,-1.14252526292901,-0.604536455293491,0.510236779162511,3.72277726279174,84.1280713198521,65.2312859775006,"Tennessee",0,1,0,0,0,0,0,1,0,0,0,-1.3731245923027,46937,0.362144540295076
"Texas",1996,"TX",644.447929736512,7.72166457549143,43.7892095357591,171.497281472187,421.439774153074,5064.47093266416,1068.5382685069,3447.37557507319,548.557089084065,-19.4219698575919,-1.32020681950964,-1.94353987675959,-8.30938377028221,-7.84883939104049,43.9998794703952,69.5289611018175,"Texas",0,1,0,0,0,0,0,1,0,0,0,-11.809285622194,50416,0.412933251809208
"Utah",1996,"UT",331.9,3.15,41.8,68.85,218.1,5653.95,848.25,4377.1,428.6,3.09425935417732,-0.74543823680164,-0.947309072270627,1.75620194771912,3.03080471553051,-108.069477191184,-195.016863147105,"Utah",0,1,0,0,0,0,0,1,0,0,0,39.4662224500256,56462,0.300264083423276
"Vermont",1996,"VT",121.222410865874,1.86757215619694,26.9949066213922,15.4499151103565,76.9100169779287,2881.66383701188,673.005093378608,2058.40407470289,150.25466893039,2.93181257527608,-0.354650066025278,-1.21022158373601,4.5097441701856,-0.0130599451482283,-433.720778372731,-360.399344100533,"Vermont",0,1,0,0,0,0,0,1,0,0,0,14.5281732038948,49327,0.636276128041836
"Virginia",1996,"VA",341.303370786517,7.49063670411985,26.7116104868914,122.561797752809,184.539325842697,3626.96629213483,588.089887640449,2760.10486891386,278.771535580524,-20.1502405764327,-0.109846825647451,-0.471828618578542,-9.16984322633878,-10.3987219058679,-0.776228264080601,20.1078909749031,"Virginia",0,1,0,0,0,0,0,1,0,0,0,-13.8093045524463,59774,0.513443363399678
"Washington",1996,"WA",431.176576902223,4.60871136815471,51.1115127417314,119.049340321706,256.407012470631,5478.23965299114,1057.50948852341,3898.53605638894,522.1941080788,-53.0804659996367,-0.454812844697437,-8.06727569502056,-13.6886453162979,-30.8697321436208,-307.306286983078,-241.788009160684,"Washington",0,1,0,0,0,0,0,1,0,0,0,-31.7922664378636,55910,0.576377258509007
"West Virginia",1996,"WV",210.076670317634,3.77875136911282,19.60569550931,40.3614457831325,146.330777656079,2273.27491785323,546.495071193866,1549.83570646221,176.944140197152,-0.0983843869609871,-1.0899576024408,-1.61968742285633,-2.36284305713005,4.97410369546614,25.2989878751132,33.2055095256696,"West Virginia",0,1,0,0,0,0,0,1,0,0,0,10.6421708317255,38487,0.461963412098167
"Wisconsin",1996,"WI",252.693798449612,3.95348837209302,21.046511627907,96.5503875968992,131.143410852713,3568.66279069767,588.294573643411,2634.51550387597,345.852713178295,-28.3719833188826,-0.321350589452946,-2.26014462819296,-8.54428349425831,-17.2462046069784,-35.9634048908479,6.69977090700513,"Wisconsin",0,1,0,0,0,0,0,1,0,0,0,-17.7233164918206,60979,0.52402634453802
"Wyoming",1996,"WY",249.68814968815,3.32640332640333,29.1060291060291,20.3742203742204,196.881496881497,4004.3659043659,661.954261954262,3203.3264033264,139.085239085239,-4.47851697851698,1.24306999306999,-5.2689708939709,2.45755370755371,-2.91016978516976,-61.675762300762,-82.9235966735969,"Wyoming",0,1,0,0,0,0,0,1,0,0,0,-28.6230942480943,47186,0.256038784869801
"Alabama",1997,"AL",564.459365593887,9.86339430423709,32.3222968279694,160.476962259782,361.796712201899,4325.28363047002,1013.79949062283,2954.75804584395,356.726094003241,-0.927950109365497,-0.527431813244771,-0.371361023657052,-6.24431085044463,6.21515357798097,70.5913767840821,68.0274116291075,"Alabama",0,1,0,0,0,0,0,1,0,0,0,-9.10587416900285,47658,0.374287557653259
"Alaska",1997,"AK",701.149425287356,8.86699507389162,66.1740558292283,106.4039408867,519.704433497537,4571.42857142857,702.134646962233,3412.15106732348,457.142857142857,-26.5276752068777,1.45348601293611,0.605686801221665,-10.5647576305987,-18.0220903904367,-151.306189691692,25.4953836332002,"Alaska",0,1,0,0,0,0,0,1,0,0,0,-35.7731230877853,71615,0.370031626942483
"Arizona",1997,"AZ",623.732162458836,8.23271130625686,32.755214050494,165.686059275521,417.058177826564,6571.30625686059,1318.92425905598,4281.99780461032,970.384193194292,-7.77190258181395,-0.281290500427872,1.56731883820851,-2.08720179042257,-6.97072912917196,135.804901847043,29.5136131017371,"Arizona",0,1,0,0,0,0,0,1,0,0,0,43.6904262566226,48854,0.464420544005117
"Arkansas",1997,"AR",526.872770511296,9.90883868410622,43.5196195005945,111.5338882283,361.910424098296,4191.79548156956,1013.39674990091,2863.77328577091,314.625445897741,2.53014102922441,1.1837390825126,1.84631272768617,-2.56969742907086,2.06978664809645,16.8950831631855,-44.9916544681364,"Arkansas",0,1,0,0,0,0,0,1,0,0,0,1.67723872642608,39038,0.35231749435882
"California",1997,"CA",798.258336432379,7.99243832899467,31.5761745382422,252.473038304202,506.21668526094,4067.08503780836,927.358373620925,2430.90678071154,708.819883475889,-64.3930218711535,-1.154936035771,-0.558840205468172,-43.097574657715,-19.5816709721992,-278.027579043392,-174.203326572479,"California",0,0,1,0,1,0,1,1,0,0,0,-51.7861771301712,59230,0.621355574250186
"Colorado",1997,"CO",363.190341638839,4.03287952735679,43.07731826355,83.2776778833804,232.802465964552,4287.2334960185,796.146930387876,3077.34395068071,413.74261494991,-41.2825853818254,-0.675464704921521,-3.09061268073463,-14.9436142955366,-22.5728937006326,-426.813064274468,-338.193585285809,"Colorado",0,1,1,0,0,0,0,1,0,0,0,15.9921571942208,64511,0.507872742121394
"Connecticut",1997,"CT",390.85626911315,3.79204892966361,22.6299694189602,152.874617737003,211.559633027523,3593.4250764526,738.318042813456,2410.42813455657,444.678899082569,-21.177939805604,-1.03385210882142,-0.430507062408111,-16.703879514066,-3.00970112030845,-222.213286406289,-73.6280658099495,"Connecticut",0,1,0,0,0,0,0,1,0,0,0,-44.6919011617806,65633,0.598831537586623
"Delaware",1997,"DE",785.928961748634,3.00546448087432,58.4699453551913,243.579234972678,480.874316939891,4996.99453551913,877.185792349727,3538.79781420765,581.010928961749,117.653099679668,-1.2703975880912,-4.15074429998116,63.7171660071603,59.3570755605804,770.373845863954,550.521952138685,"Delaware",0,1,0,0,0,0,0,1,0,0,0,146.804032410025,64213,0.64842972675389
"Florida",1997,"FL",1023.58400436741,6.90596424184523,51.8561484918794,276.095264091716,688.726627541968,6248.2120922615,1459.84714071243,4056.85819571448,731.506755834584,-27.4576622992582,-0.573202424821436,-0.282740397009533,-13.0922359082844,-13.5094835691431,-198.128185516279,-147.641804285519,"Florida",0,1,0,0,0,0,0,1,0,0,0,10.8887002790289,48428,0.514943174993311
"Georgia",1997,"GA",606.572268234037,7.52070531659097,31.0980496927598,206.692492652952,361.261020571734,5185.07881378573,1086.29441624365,3503.3796419984,595.404755543682,-32.160221906042,-1.04722613995738,-0.956893867691701,1.33413551980922,-31.4902374182021,-485.885418500408,-424.309736486575,"Georgia",0,1,0,0,0,0,0,1,0,0,0,-33.1142163045437,54707,0.435177075577255
"Hawaii",1997,"HI",277.927548441449,3.95956192080876,31.2552653748947,118.197135636057,124.515585509688,5744.98736310025,1073.37826453243,4126.70598146588,544.903117101938,-2.64677588287532,0.581183542430384,3.7214815911109,-17.4447562558346,10.495315239418,-558.982231494341,-493.310910426012,"Hawaii",0,1,0,0,0,0,0,1,0,0,0,-59.5732342494136,61081,0.672412244913894
"Idaho",1997,"ID",256.776859504132,3.22314049586777,28.9256198347107,19.5867768595041,205.04132231405,3668.42975206612,758.264462809917,2709.42148760331,200.743801652893,-10.4224676615532,-0.393343944838707,2.60097727794035,-0.682356866315882,-11.947744128339,-76.9024598766932,-139.359000201573,"Idaho",0,1,0,0,0,0,0,1,0,0,0,13.2753407613871,49844,0.337188473177243
"Illinois",1997,"IL",861.432414256893,9.21318090114324,37.1133154001345,278.438130464022,536.667787491594,4279.69905850706,870.460659045057,2943.34229993275,465.896099529254,-28.9364554991632,-0.738705652414621,-1.27615028738133,-1.00814285411809,-25.9134567052491,-149.920254399161,-82.8668669449403,"Illinois",0,1,0,0,0,0,0,1,0,0,0,-24.329273983028,61601,0.570262475252933
"Indiana",1997,"IN",514.648703956344,7.33287858117326,32.8785811732606,132.384038199181,342.053206002729,3951.62005457026,821.657571623465,2701.94406548431,428.018417462483,-22.3483855831187,0.142329017742341,-1.22516818472607,8.27857680558446,-29.5441232217194,-9.6194592116276,-50.6154277531482,"Indiana",0,1,0,0,0,0,0,1,0,0,0,3.14254004423265,58029,0.477995324051466
"Iowa",1997,"IA",309.992987377279,1.82328190743338,20.3015427769986,55.8555399719495,232.012622720898,3505.82047685835,771.493688639551,2500.0350631136,234.291725105189,37.5175315568022,-0.0350631136044881,0.631136044880787,10.7643758765778,26.1570827489481,129.382889200561,-20.757363253857,"Iowa",0,1,0,0,0,0,0,1,0,0,0,43.2328190743338,50410,0.522576442807513
"Kansas",1997,"KS",429.71098265896,5.78034682080925,45.4335260115607,97.6878612716763,280.809248554913,4722.65895953757,936.107899807322,3538.45857418112,248.092485549133,15.9473745718678,-0.829295480901481,2.82077328994328,1.42036515970119,12.5355316031248,454.696284576452,500.161529080029,"Kansas",0,1,0,0,0,0,0,1,0,0,0,-0.274543999856149,54421,0.307380838960966
"Kentucky",1997,"KY",316.939611054248,5.83418628454452,33.367451381781,90.7369498464688,187.001023541453,2810.10747185261,681.627430910952,1880.42476970317,248.055271238485,-3.55472468210661,-0.0360505846624797,1.69906827158529,-3.05810679616768,-2.1596355728617,-35.6958237189656,-15.893458927105,"Kentucky",0,1,0,0,0,0,0,1,0,0,0,-13.0672828294859,49916,0.391190921529449
"Louisiana",1997,"LA",855.882352941176,15.6709558823529,41.3373161764706,239.131433823529,559.742647058824,5593.359375,1239.31525735294,3748.02389705882,606.020220588235,-73.2373896467344,-1.84225947043952,-0.147399980734647,-37.4946291504995,-33.7531010450607,-316.316561566307,-234.30200503265,"Louisiana",0,1,0,0,0,0,0,1,0,0,0,-25.5587267801858,49630,0.328163783735047
"Maine",1997,"ME",120.772946859903,2.01288244766506,20.450885668277,20.6924315619968,77.6167471819646,3010.9500805153,663.526570048309,2215.21739130435,132.206119162641,-4.16671524790033,0.00161937445508054,-0.466250293106778,-2.79912113309574,-0.902963196152868,-258.237369203126,-162.658714890342,"Maine",0,1,1,0,0,0,0,1,0,0,0,-10.6740095581958,48901,0.543748768931911
"Maryland",1997,"MD",846.623478602277,9.85473105614448,35.6105221829603,336.80800942285,464.350215940322,4806.47820965842,940.675304279545,3263.76128778956,602.041617589321,-84.5673731327386,-1.73832888076403,-1.94862608202389,-56.4096561922915,-24.4707619776592,-324.259172045048,-163.230037131579,"Maryland",0,1,0,0,0,0,0,1,0,0,0,-109.373997552635,69662,0.654415383625182
"Massachusetts",1997,"MA",644.181104936254,1.94508009153318,26.9205622752534,109.120627656097,506.19483491337,3031.00686498856,661.833932657731,1887.77378228179,481.399150049036,1.99463087190702,-0.632070269596169,-2.08469051529163,-18.5550125277509,23.2664041845458,-163.937324111901,-74.8329150261536,"Massachusetts",0,1,0,0,0,0,0,1,0,0,0,-46.8017691893097,62706,0.630179793057663
"Michigan",1997,"MI",589.963167587477,7.76550030693677,51.8723143032535,152.793124616329,377.532228360958,4326.94904849601,825.925925925926,2832.64784121138,668.375281358707,-45.3401469841302,0.239963513107294,-5.10079388936686,-23.4315991693703,-17.0477174385003,-155.227311729132,-53.6248292076343,"Michigan",0,1,0,0,0,0,0,1,0,0,0,-32.0937617932633,57810,0.559906447851076
