,row,location,treatmdollar,treatmmin,treatflyer,treatinfo,treatv,solicitor,voterin2010,hour,nosolsign,toeliminate,dnd,votedin2010,votedin2008,friendsask2010,relativesask2010,coworkersask2010,peopleask2010,friendsask2008,relativesask2008,treatment,saidyes,coworkersask2008,peopleask2008,charity,date,year,answer,dhhRep,dhhDem
1486,1476,Evanston,10,5,We,No,Nv,Sonia,1,10,0,1,0,,,,,,,,,We-10d5m,0,,,Sv2011,2011-07-17,2011,0,True,False
1487,1490,Evanston,10,5,Ooe,V,Nv,Sonia,0,10,0,0,0,,,,,,,,,Ooe-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1488,1477,Evanston,10,5,We,No,Nv,Sonia,1,10,0,1,0,,,,,,,,,We-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1489,1491,Evanston,10,5,Ooe,V,Nv,Sonia,1,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,,,Ooe-10d5m,1,,,Sv2011,2011-07-17,2011,1,False,False
1490,1478,Evanston,10,5,We,No,Nv,Sonia,1,10,0,1,0,,,,,,,,,We-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1491,1479,Evanston,10,5,We,No,Nv,Sonia,1,10,0,0,0,1.0,1.0,0.0,2.0,0.0,0.0,,,We-10d5m,1,,,Sv2011,2011-07-17,2011,1,True,False
1492,1480,Evanston,10,5,We,No,Nv,Sonia,1,10,0,0,0,,,,,,,,,We-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1493,1481,Evanston,10,5,We,No,Nv,Sonia,1,10,0,0,0,,,,,,,,,We-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1494,1492,Evanston,10,5,Ooe,V,Nv,Sonia,0,10,0,0,0,,,,,,,,,Ooe-10d5m,0,,,Sv2011,2011-07-17,2011,0,True,False
1495,1493,Evanston,10,5,Ooe,V,Nv,Sonia,0,10,0,0,0,,,,,,,,,Ooe-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1496,1494,Evanston,10,5,Ooe,V,Nv,Sonia,0,10,0,0,0,,,,,,,,,Ooe-10d5m,0,,,Sv2011,2011-07-17,2011,1,False,False
1497,1482,Evanston,10,5,We,No,Nv,Sonia,1,10,0,0,0,,,,,,,,,We-10d5m,0,,,Sv2011,2011-07-17,2011,1,False,False
1498,1483,Evanston,10,5,We,No,Nv,Sonia,0,10,0,0,0,,,,,,,,,We-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1499,1484,Evanston,10,5,We,No,Nv,Sonia,0,10,0,0,0,,,,,,,,,We-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1500,1485,Evanston,10,5,We,No,Nv,Sonia,1,10,0,0,0,,,,,,,,,We-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1501,1486,Evanston,10,5,We,No,Nv,Sonia,1,10,0,0,0,,,,,,,,,We-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,True
1502,1487,Evanston,10,5,We,No,Nv,Sonia,0,10,0,0,0,,,,,,,,,We-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,True
1503,1495,Evanston,10,10,Oo,V,V,Sonia,0,11,0,0,0,,,,,,,,,Oo-10d10m,0,,,Sv2011,2011-07-17,2011,0,False,False
1504,1496,Evanston,10,10,Oo,V,V,Sonia,1,11,0,0,0,,,,,,,,,Oo-10d10m,0,,,Sv2011,2011-07-17,2011,0,False,False
1505,1503,Evanston,10,10,Nw,No,V,Sonia,0,11,0,0,0,,,,,,,,,Nw-10d10m,0,,,Sv2011,2011-07-17,2011,0,False,False
1506,1497,Evanston,10,10,Oo,V,V,Sonia,1,11,0,0,0,1.0,1.0,5.0,5.0,5.0,5.0,,,Oo-10d10m,1,,,Sv2011,2011-07-17,2011,1,False,False
1507,1504,Evanston,10,10,Nw,No,V,Sonia,1,11,0,0,0,,,,,,,,,Nw-10d10m,0,,,Sv2011,2011-07-17,2011,1,False,False
1508,1498,Evanston,10,10,Oo,V,V,Sonia,0,11,0,0,0,,,,,,,,,Oo-10d10m,0,,,Sv2011,2011-07-17,2011,0,False,True
1509,1499,Evanston,10,10,Oo,V,V,Sonia,1,11,0,0,0,,,,,,,,,Oo-10d10m,0,,,Sv2011,2011-07-17,2011,0,False,False
1510,1505,Evanston,10,10,Nw,No,V,Sonia,1,11,0,0,0,,,,,,,,,Nw-10d10m,0,,,Sv2011,2011-07-17,2011,1,False,False
1511,1506,Evanston,10,10,Nw,No,V,Sonia,1,11,0,0,0,,,,,,,,,Nw-10d10m,0,,,Sv2011,2011-07-17,2011,0,False,False
1512,1500,Evanston,10,10,Oo,V,V,Sonia,0,11,0,0,1,,,,,,,,,Oo-10d10m,0,,,Sv2011,2011-07-17,2011,0,True,False
1513,1507,Evanston,10,10,Nw,No,V,Sonia,0,11,0,0,0,,,,,,,,,Nw-10d10m,0,,,Sv2011,2011-07-17,2011,0,False,False
1514,1501,Evanston,10,10,Oo,V,V,Sonia,0,11,0,0,0,,,,,,,,,Oo-10d10m,0,,,Sv2011,2011-07-17,2011,0,False,False
1515,1502,Evanston,10,10,Oo,V,V,Sonia,0,11,0,0,0,,,,,,,,,Oo-10d10m,0,,,Sv2011,2011-07-17,2011,0,False,True
1516,1508,Evanston,10,10,Nw,No,V,Sonia,1,11,0,0,0,,,,,,,,,Nw-10d10m,0,,,Sv2011,2011-07-17,2011,0,True,False
1517,1509,Evanston,10,10,Nw,No,V,Sonia,1,11,0,0,0,,,,,,,,,Nw-10d10m,0,,,Sv2011,2011-07-17,2011,1,True,False
1518,1510,Evanston,10,10,Nw,No,V,Sonia,1,11,0,1,0,,,,,,,,,Nw-10d10m,0,,,Sv2011,2011-07-17,2011,0,False,False
1519,1511,Evanston,10,10,Nw,No,V,Sonia,1,11,0,1,0,,,,,,,,,Nw-10d10m,0,,,Sv2011,2011-07-17,2011,0,False,True
1520,1639,Evanston,0,5,W,No,Nv,Jonathanf,0,10,0,0,0,,,,,,,,,W-0d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1521,1640,Evanston,0,5,W,No,Nv,Jonathanf,0,10,0,1,0,,,,,,,,,W-0d5m,0,,,Sv2011,2011-07-17,2011,0,False,True
1522,1641,Evanston,0,5,W,No,Nv,Jonathanf,1,10,0,0,0,,,,,,,,,W-0d5m,0,,,Sv2011,2011-07-17,2011,1,False,False
1523,1642,Evanston,0,5,W,No,Nv,Jonathanf,1,10,0,0,0,,,,,,,,,W-0d5m,0,,,Sv2011,2011-07-17,2011,1,True,True
1524,1647,Evanston,10,5,Ooe,V,Nv,Jonathanf,1,10,0,1,0,,,,,,,,,Ooe-10d5m,0,,,Sv2011,2011-07-17,2011,0,True,False
1525,1643,Evanston,0,5,W,No,Nv,Jonathanf,0,10,0,0,0,,,,,,,,,W-0d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1526,1644,Evanston,0,5,W,No,Nv,Jonathanf,1,10,0,0,0,,,,,,,,,W-0d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1527,1645,Evanston,0,5,W,No,Nv,Jonathanf,1,10,0,0,0,,,,,,,,,W-0d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1528,1646,Evanston,0,5,W,No,Nv,Jonathanf,0,10,0,0,0,,,,,,,,,W-0d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1529,1648,Evanston,10,5,Ooe,V,Nv,Jonathanf,0,10,0,1,0,,,,,,,,,Ooe-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1530,1649,Evanston,10,5,Ooe,V,Nv,Jonathanf,0,10,0,1,0,,,,,,,,,Ooe-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1531,1650,Evanston,10,5,Ooe,V,Nv,Jonathanf,1,10,0,0,0,0.0,0.0,1.0,4.0,4.0,0.0,3.0,4.0,Ooe-10d5m,1,,,Sv2011,2011-07-17,2011,1,False,False
1532,1651,Evanston,10,5,Ooe,V,Nv,Jonathanf,0,10,0,1,0,,,,,,,,,Ooe-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1533,1652,Evanston,10,5,Ooe,V,Nv,Jonathanf,0,10,0,0,0,,,,,,,,,Ooe-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1534,1653,Evanston,10,5,Ooe,V,Nv,Jonathanf,1,10,0,0,0,1.0,1.0,0.0,10.0,0.0,0.0,,,Ooe-10d5m,1,,,Sv2011,2011-07-17,2011,1,False,False
1535,1654,Evanston,10,5,Ooe,V,Nv,Jonathanf,1,10,0,0,0,,,,,,,,,Ooe-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1536,1655,Evanston,10,5,Ooe,V,Nv,Jonathanf,1,10,0,0,0,,,,,,,,,Ooe-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1537,1656,Evanston,10,5,Ooe,V,Nv,Jonathanf,1,10,0,0,0,,,,,,,,,Ooe-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1538,1657,Evanston,10,5,Ooe,V,Nv,Jonathanf,1,10,0,1,0,,,,,,,,,Ooe-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,True
1539,1658,Evanston,10,5,Ooe,V,Nv,Jonathanf,1,10,0,1,0,,,,,,,,,Ooe-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1540,1659,Evanston,10,5,Ooe,V,Nv,Jonathanf,0,10,0,0,0,,,,,,,,,Ooe-10d5m,0,,,Sv2011,2011-07-17,2011,0,True,False
1541,1660,Evanston,10,5,Ooe,V,Nv,Jonathanf,0,10,0,0,0,,,,,,,,,Ooe-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1542,1661,Evanston,10,10,We,No,V,Jonathanf,1,11,0,0,0,,,,,,,,,We-10d10m,0,,,Sv2011,2011-07-17,2011,0,False,False
1543,1662,Evanston,10,10,We,No,V,Jonathanf,1,11,0,0,0,,,,,,,,,We-10d10m,0,,,Sv2011,2011-07-17,2011,0,False,False
1544,1663,Evanston,10,10,We,No,V,Jonathanf,1,11,0,0,0,,,,,,,,,We-10d10m,0,,,Sv2011,2011-07-17,2011,1,False,False
1545,1664,Evanston,10,10,We,No,V,Jonathanf,1,11,0,0,0,,,,,,,,,We-10d10m,0,,,Sv2011,2011-07-17,2011,0,False,False
1546,1665,Evanston,10,10,We,No,V,Jonathanf,1,11,0,0,0,,,,,,,,,We-10d10m,0,,,Sv2011,2011-07-17,2011,0,False,True
1547,1666,Evanston,10,10,We,No,V,Jonathanf,1,11,0,0,0,,,,,,,,,We-10d10m,0,,,Sv2011,2011-07-17,2011,0,False,False
1548,1667,Evanston,10,10,We,No,V,Jonathanf,0,11,0,0,0,,,,,,,,,We-10d10m,0,,,Sv2011,2011-07-17,2011,0,False,True
1549,1668,Evanston,10,10,We,No,V,Jonathanf,1,11,0,1,0,,,,,,,,,We-10d10m,0,,,Sv2011,2011-07-17,2011,0,False,False
1550,1669,Evanston,10,10,We,No,V,Jonathanf,1,11,0,1,0,,,,,,,,,We-10d10m,0,,,Sv2011,2011-07-17,2011,0,False,False
1551,1670,Evanston,10,10,We,No,V,Jonathanf,1,11,0,1,0,,,,,,,,,We-10d10m,0,,,Sv2011,2011-07-17,2011,0,False,False
1552,1671,Evanston,10,10,We,No,V,Jonathanf,1,11,0,1,0,,,,,,,,,We-10d10m,0,,,Sv2011,2011-07-17,2011,0,False,False
1553,1672,Evanston,10,10,We,No,V,Jonathanf,1,11,0,1,0,,,,,,,,,We-10d10m,0,,,Sv2011,2011-07-17,2011,0,False,False
1554,1673,Evanston,10,10,We,No,V,Jonathanf,1,11,0,1,0,,,,,,,,,We-10d10m,0,,,Sv2011,2011-07-17,2011,0,False,False
1555,1674,Evanston,10,5,Oo,No,V,Jonathanf,1,11,0,0,0,,,,,,,,,Oo-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,True
1556,1675,Evanston,10,5,Oo,No,V,Jonathanf,0,11,0,0,0,,,,,,,,,Oo-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1557,1676,Evanston,10,5,Oo,No,V,Jonathanf,0,11,0,0,0,,,,,,,,,Oo-10d5m,0,,,Sv2011,2011-07-17,2011,0,True,False
1558,1677,Evanston,10,5,Oo,No,V,Jonathanf,1,11,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,,,Oo-10d5m,1,,,Sv2011,2011-07-17,2011,1,False,False
1559,1678,Evanston,10,5,Oo,No,V,Jonathanf,0,11,0,0,0,,,,,,,,,Oo-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1560,1679,Evanston,10,5,Oo,No,V,Jonathanf,1,11,0,0,0,,,,,,,,,Oo-10d5m,0,,,Sv2011,2011-07-17,2011,0,True,False
1561,1680,Evanston,10,5,Oo,No,V,Jonathanf,1,11,0,1,0,,,,,,,,,Oo-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1562,1681,Evanston,10,5,Oo,No,V,Jonathanf,1,11,0,1,0,,,,,,,,,Oo-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1563,1682,Evanston,10,5,Oo,No,V,Jonathanf,0,11,0,1,0,,,,,,,,,Oo-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,True
1564,1683,Evanston,10,5,Oo,No,V,Jonathanf,1,11,0,1,0,,,,,,,,,Oo-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1565,1684,Evanston,10,5,Oo,No,V,Jonathanf,0,11,0,1,0,,,,,,,,,Oo-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1566,1411,Evanston,10,10,Nw,V,V,Stephanie,1,13,0,1,0,,,,,,,,,Nw-10d10m,0,,,Sv2011,2011-07-17,2011,0,False,False
1567,1412,Evanston,10,10,Nw,V,V,Stephanie,1,13,0,1,0,,,,,,,,,Nw-10d10m,0,,,Sv2011,2011-07-17,2011,0,False,False
1568,1413,Evanston,10,10,Nw,V,V,Stephanie,1,13,0,1,0,,,,,,,,,Nw-10d10m,0,,,Sv2011,2011-07-17,2011,0,False,False
1569,1421,Evanston,10,10,Oo,No,Nv,Stephanie,0,13,0,0,0,,,,,,,,,Oo-10d10m,0,,,Sv2011,2011-07-17,2011,0,False,False
1570,1414,Evanston,10,10,Nw,V,V,Stephanie,0,13,0,1,0,,,,,,,,,Nw-10d10m,0,,,Sv2011,2011-07-17,2011,0,False,False
1571,1422,Evanston,10,10,Oo,No,Nv,Stephanie,0,13,0,0,0,,,,,,,,,Oo-10d10m,0,,,Sv2011,2011-07-17,2011,1,True,False
1572,1415,Evanston,10,10,Nw,V,V,Stephanie,1,13,1,0,0,,,,,,,,,Nw-10d10m,0,,,Sv2011,2011-07-17,2011,0,False,False
1573,1416,Evanston,10,10,Nw,V,V,Stephanie,1,13,0,1,0,,,,,,,,,Nw-10d10m,0,,,Sv2011,2011-07-17,2011,0,False,False
1574,1423,Evanston,10,10,Oo,No,Nv,Stephanie,1,13,0,0,0,,,,,,,,,Oo-10d10m,0,,,Sv2011,2011-07-17,2011,0,False,False
1575,1424,Evanston,10,10,Oo,No,Nv,Stephanie,1,13,0,0,0,,,,,,,,,Oo-10d10m,0,,,Sv2011,2011-07-17,2011,0,True,False
1576,1425,Evanston,10,10,Oo,No,Nv,Stephanie,1,13,0,0,0,1.0,1.0,3.0,3.0,2.0,0.0,,,Oo-10d10m,1,,,Sv2011,2011-07-17,2011,1,True,False
1577,1417,Evanston,10,10,Nw,V,V,Stephanie,1,13,0,1,0,,,,,,,,,Nw-10d10m,0,,,Sv2011,2011-07-17,2011,0,False,False
1578,1418,Evanston,10,10,Nw,V,V,Stephanie,1,13,0,0,0,,,,,,,,,Nw-10d10m,0,,,Sv2011,2011-07-17,2011,1,False,False
1579,1426,Evanston,10,10,Oo,No,Nv,Stephanie,1,13,0,0,0,,,,,,,,,Oo-10d10m,0,,,Sv2011,2011-07-17,2011,0,False,False
1580,1419,Evanston,10,10,Nw,V,V,Stephanie,1,13,0,0,0,,,,,,,,,Nw-10d10m,0,,,Sv2011,2011-07-17,2011,1,False,False
1581,1427,Evanston,10,10,Oo,No,Nv,Stephanie,1,13,0,0,0,,,,,,,,,Oo-10d10m,0,,,Sv2011,2011-07-17,2011,0,False,False
1582,1428,Evanston,10,10,Oo,No,Nv,Stephanie,1,14,0,1,0,,,,,,,,,Oo-10d10m,0,,,Sv2011,2011-07-17,2011,0,False,False
1583,1429,Evanston,10,10,Oo,No,Nv,Stephanie,1,14,0,1,0,,,,,,,,,Oo-10d10m,0,,,Sv2011,2011-07-17,2011,0,True,False
1584,1430,Evanston,10,10,Oo,No,Nv,Stephanie,1,14,0,1,0,,,,,,,,,Oo-10d10m,0,,,Sv2011,2011-07-17,2011,0,False,False
1585,1431,Evanston,10,10,Oo,No,Nv,Stephanie,1,14,0,1,0,,,,,,,,,Oo-10d10m,0,,,Sv2011,2011-07-17,2011,0,False,False
1586,1432,Evanston,10,10,Oo,No,Nv,Stephanie,1,14,0,1,0,,,,,,,,,Oo-10d10m,0,,,Sv2011,2011-07-17,2011,0,True,False
1587,1433,Evanston,10,10,Oo,No,Nv,Stephanie,1,14,0,1,0,,,,,,,,,Oo-10d10m,0,,,Sv2011,2011-07-17,2011,0,False,False
1588,1434,Evanston,10,10,Oo,No,Nv,Stephanie,0,14,0,1,0,,,,,,,,,Oo-10d10m,0,,,Sv2011,2011-07-17,2011,0,False,False
1589,1363,Evanston,10,5,W,V,Nv,Stephanie,1,10,0,1,0,,,,,,,,,W-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1590,1364,Evanston,10,5,W,V,Nv,Stephanie,1,10,0,1,0,,,,,,,,,W-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1591,1365,Evanston,10,5,W,V,Nv,Stephanie,1,10,0,1,0,,,,,,,,,W-10d5m,0,,,Sv2011,2011-07-17,2011,0,True,False
1592,1366,Evanston,10,5,W,V,Nv,Stephanie,1,10,0,0,0,,,,,,,,,W-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,True
1593,1376,Evanston,0,5,We,No,V,Stephanie,0,11,0,1,0,,,,,,,,,We-0d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1594,1377,Evanston,0,5,We,No,V,Stephanie,1,11,0,1,0,,,,,,,,,We-0d5m,0,,,Sv2011,2011-07-17,2011,0,True,False
1595,1367,Evanston,10,5,W,V,Nv,Stephanie,1,10,0,0,0,,,,,,,,,W-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1596,1378,Evanston,0,5,We,No,V,Stephanie,1,11,0,1,0,,,,,,,,,We-0d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1597,1379,Evanston,0,5,We,No,V,Stephanie,1,11,0,1,0,,,,,,,,,We-0d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1598,1380,Evanston,0,5,We,No,V,Stephanie,1,11,0,1,0,,,,,,,,,We-0d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1599,1368,Evanston,10,5,W,V,Nv,Stephanie,0,10,0,0,0,1.0,1.0,0.0,1.0,0.0,0.0,,,W-10d5m,1,,,Sv2011,2011-07-17,2011,1,False,False
1600,1381,Evanston,0,5,We,No,V,Stephanie,1,11,0,0,0,,,,,,,,,We-0d5m,0,,,Sv2011,2011-07-17,2011,1,True,False
1601,1382,Evanston,0,5,We,No,V,Stephanie,0,11,0,0,0,,,,,,,,,We-0d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1602,1370,Evanston,10,5,W,V,Nv,Stephanie,1,10,0,0,0,,,,,,,,,W-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,True
1603,1371,Evanston,10,5,W,V,Nv,Stephanie,1,10,0,1,0,,,,,,,,,W-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1604,1384,Evanston,0,5,We,No,V,Stephanie,1,11,0,0,0,,,,,,,,,We-0d5m,0,,,Sv2011,2011-07-17,2011,0,True,False
1605,1385,Evanston,0,5,We,No,V,Stephanie,0,11,0,0,0,,,,,,,,,We-0d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1606,1372,Evanston,10,5,W,V,Nv,Stephanie,1,10,0,1,0,,,,,,,,,W-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,True
1607,1386,Evanston,0,5,We,No,V,Stephanie,1,11,0,0,0,,,,,,,,,We-0d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1608,1373,Evanston,10,5,W,V,Nv,Stephanie,0,10,0,1,0,,,,,,,,,W-10d5m,0,,,Sv2011,2011-07-17,2011,0,True,False
1609,1387,Evanston,0,5,We,No,V,Stephanie,1,11,0,0,0,,,,,,,,,We-0d5m,0,,,Sv2011,2011-07-17,2011,1,False,False
1610,1388,Evanston,0,5,We,No,V,Stephanie,0,11,0,0,0,,,,,,,,,We-0d5m,0,,,Sv2011,2011-07-17,2011,1,True,False
1611,1389,Evanston,0,5,We,No,V,Stephanie,0,11,0,0,0,,,,,,,,,We-0d5m,0,,,Sv2011,2011-07-17,2011,1,False,False
1612,1374,Evanston,10,5,W,V,Nv,Stephanie,1,10,0,1,0,,,,,,,,,W-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1613,1390,Evanston,0,5,We,No,V,Stephanie,0,11,0,0,0,,,,,,,,,We-0d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1614,1391,Evanston,0,5,We,No,V,Stephanie,0,11,0,0,0,,,,,,,,,We-0d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1615,1375,Evanston,10,5,W,V,Nv,Stephanie,0,10,0,1,0,,,,,,,,,W-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,True
1616,1392,Evanston,0,5,We,No,V,Stephanie,0,11,0,1,0,,,,,,,,,We-0d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1617,1393,Evanston,0,5,We,No,V,Stephanie,1,11,0,1,0,,,,,,,,,We-0d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1618,1394,Evanston,0,5,We,No,V,Stephanie,1,11,0,1,0,,,,,,,,,We-0d5m,0,,,Sv2011,2011-07-17,2011,0,False,True
1619,1403,Evanston,10,5,Oo,V,Nv,Stephanie,1,11,0,1,0,,,,,,,,,Oo-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1620,1404,Evanston,10,5,Oo,V,Nv,Stephanie,1,11,0,1,0,,,,,,,,,Oo-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1621,1405,Evanston,10,5,Oo,V,Nv,Stephanie,0,11,0,1,0,,,,,,,,,Oo-10d5m,0,,,Sv2011,2011-07-17,2011,0,True,False
1622,1406,Evanston,10,5,Oo,V,Nv,Stephanie,1,11,0,1,0,,,,,,,,,Oo-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1623,1395,Evanston,10,5,Oo,V,Nv,Stephanie,0,11,0,1,0,,,,,,,,,Oo-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,True
1624,1396,Evanston,10,5,Oo,V,Nv,Stephanie,1,11,0,1,0,,,,,,,,,Oo-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,True
1625,1397,Evanston,10,5,Oo,V,Nv,Stephanie,1,11,0,1,0,,,,,,,,,Oo-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1626,1398,Evanston,10,5,Oo,V,Nv,Stephanie,1,11,0,1,0,,,,,,,,,Oo-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1627,1399,Evanston,10,5,Oo,V,Nv,Stephanie,1,11,0,1,0,,,,,,,,,Oo-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1628,1400,Evanston,10,5,Oo,V,Nv,Stephanie,1,11,0,1,0,,,,,,,,,Oo-10d5m,0,,,Sv2011,2011-07-17,2011,0,True,False
1629,1407,Evanston,10,5,Oo,V,Nv,Stephanie,1,11,0,1,0,,,,,,,,,Oo-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,True
1630,1401,Evanston,10,5,Oo,V,Nv,Stephanie,1,11,0,1,0,,,,,,,,,Oo-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1631,1402,Evanston,10,5,Oo,V,Nv,Stephanie,0,11,0,1,0,,,,,,,,,Oo-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1632,1408,Evanston,10,5,Oo,V,Nv,Stephanie,1,11,0,0,0,0.0,1.0,0.0,0.0,5.0,0.0,,,Oo-10d5m,1,,,Sv2011,2011-07-17,2011,1,False,True
1633,1409,Evanston,10,5,Oo,V,Nv,Stephanie,0,11,0,0,0,,,,,,,,,Oo-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1634,1410,Evanston,10,5,Oo,V,Nv,Stephanie,0,11,0,0,0,,,,,,,,,Oo-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1635,1881,Evanston,10,5,W,V,V,Bryant,1,14,0,1,0,,,,,,,,,W-10d5m,0,,,Sv2011,2011-07-17,2011,0,True,False
1636,1882,Evanston,10,5,W,V,V,Bryant,0,14,0,1,0,,,,,,,,,W-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1637,1883,Evanston,10,5,W,V,V,Bryant,1,14,0,1,0,,,,,,,,,W-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1638,1892,Evanston,10,5,W,V,V,Bryant,1,14,0,1,0,,,,,,,,,W-10d5m,0,,,Sv2011,2011-07-17,2011,0,True,True
1639,1884,Evanston,10,5,W,V,V,Bryant,1,14,0,1,0,,,,,,,,,W-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1640,1885,Evanston,10,5,W,V,V,Bryant,1,14,0,1,0,,,,,,,,,W-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1641,1886,Evanston,10,5,W,V,V,Bryant,0,14,0,1,0,,,,,,,,,W-10d5m,0,,,Sv2011,2011-07-17,2011,0,True,True
1642,1887,Evanston,10,5,W,V,V,Bryant,1,14,0,1,0,,,,,,,,,W-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,True
1643,1893,Evanston,10,5,W,V,V,Bryant,0,14,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,,,W-10d5m,1,,,Sv2011,2011-07-17,2011,1,True,False
1644,1888,Evanston,10,5,W,V,V,Bryant,1,14,0,1,0,,,,,,,,,W-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1645,1889,Evanston,10,5,W,V,V,Bryant,1,14,0,1,0,,,,,,,,,W-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1646,1890,Evanston,10,5,W,V,V,Bryant,1,14,0,1,0,,,,,,,,,W-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,True
1647,1891,Evanston,10,5,W,V,V,Bryant,1,14,0,1,0,,,,,,,,,W-10d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1648,1894,Evanston,10,5,W,V,V,Bryant,0,14,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,,,W-10d5m,1,,,Sv2011,2011-07-17,2011,1,False,False
1649,1621,Evanston,0,5,We,V,V,Peter Y,0,14,0,1,0,,,,,,,,,We-0d5m,0,,,Sv2011,2011-07-17,2011,0,True,False
1650,1622,Evanston,0,5,We,V,V,Peter Y,1,14,0,1,0,,,,,,,,,We-0d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1651,1617,Evanston,0,5,We,V,V,Peter Y,1,14,0,1,0,,,,,,,,,We-0d5m,0,,,Sv2011,2011-07-17,2011,0,False,False
1652,1618,Evanston,0,5,We,V,V,Peter Y,1,14,0,1,0,,,,,,,,,We-0d5m,0,,,Sv2011,2011-07-17,2011,0,True,False
